                                                                                           ,,,"Spring 2025 Final Exam Schedule
Updated April 30, 2025",,,,,
"Note: If you have a conflict, please speak to your instructors. All conflicts must be resolved between the instructors and the student.",,,,,,,,
"To filter data, click the drop-down arrow on the column you want to filter: 
- Use the search box to find specific values.
- Check or uncheck boxes next to the values you want to filter.
- Select ""Add current selection to filter"" to add to your class list.
If you can't find your class, try typing the first few letters, and it should show up in the filter selection.",,,,,,,,
,,,,,,,,
Session,Class,Course Title,Instructor,Date,Start Time,End Time,Building & Room,Campus
Spring 2025,ARCH 361 W01,Arch Hist Sem,Campani,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 137",Long Island
Spring 2025,ARCH 361 W02,Arch Hist Sem,Friedman,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 247",Long Island
Spring 2025,ARCH 362 M01,History and Theory of the City,Sinclair,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"16 W. 61st St., Rm. 722",New York City
Spring 2025,ARCH 362 M02,History and Theory of the City,Vossoughian,"Tuesday, May 13, 2025",8:15 AM,10:15 AM,"16 W. 61st St., Rm. 821",New York City
Spring 2025,ARCH 362 M03,History and Theory of the City,Veenendaal,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"Guiliano Global Ctr., Rm. 701",New York City
Spring 2025,ARCH 362 W01,History and Theory of the City,Borrero,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 133",Long Island
Spring 2025,ARCH 362 W02,History and Theory of the City,Laho,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 102",Long Island
Spring 2025,ARCH 372 M01,Environmental Site Planning,Acer,"Wednesday, May 14, 2025",6:00 PM,9:00 PM,Zoom,New York City
Spring 2025,ARCH 402 M01,Design VI- Community Design,Altwicker,"Friday, May 16, 2025",8:15 AM,10:15 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 M02,Design VI- Community Design,Ruppert,"Friday, May 16, 2025",8:15 AM,10:15 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 M03,Design VI- Community Design,Piesik,"Friday, May 16, 2025",8:15 AM,10:15 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 M04,Design VI- Community Design,Eray,"Friday, May 16, 2025",8:15 AM,10:15 AM,"Guiliano Global Ctr., Rm. 1013",New York City
Spring 2025,ARCH 402 W01,Design VI- Community Design,Verebes,"Friday, May 16, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 139",Long Island
Spring 2025,ARCH 402 W02,Design VI- Community Design,Shieh,"Friday, May 16, 2025",8:15 AM,10:15 AM,"Education Hall, Rm. 136",Long Island
Spring 2025,ARCH 411 M01,Advanced Structural Concepts I,Ford,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"26 W. 61st St., Rm. 410",New York City
Spring 2025,ARCH 411 M02,Advanced Structural Concepts I,Markov,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,Zoom,New York City
Spring 2025,ARCH 411 M03,Advanced Structural Concepts I,Conte,"Wednesday, May 14, 2025",8:15 AM,10:15 AM,"Guiliano Global Ctr., Rm. 606",New York City
Spring 2025,ARCH 411 W01,Advanced Structural Concepts I,Defelice,"Wednesday, May 14, 2025",3:00 PM,5:00 PM,"Education Hall, Rm. 136",Long Island
